,2023-02-28,523000.0
,2023-03-01,523000.0
,2023-03-02,535000.0
,2023-03-03,538000.0
,2023-03-04,538000.0
,2023-03-05,538000.0
,2023-03-06,547000.0
,2023-03-07,566000.0
,2023-03-08,562000.0
,2023-03-09,549000.0
,2023-03-10,551000.0
,2023-03-11,551000.0
,2023-03-12,551000.0
,2023-03-13,563000.0
,2023-03-14,548000.0
,2023-03-15,565000.0
,2023-03-16,576000.0
,2023-03-17,553000.0
,2023-03-18,553000.0
,2023-03-19,553000.0
,2023-03-20,544000.0
,2023-03-21,546000.0
,2023-03-22,573000.0
,2023-03-23,575000.0
,2023-03-24,569000.0
,2023-03-25,569000.0
,2023-03-26,569000.0
,2023-03-27,574000.0
,2023-03-28,577000.0
,2023-03-29,583000.0
,2023-03-30,588000.0
,2023-03-31,584000.0
,2023-04-01,584000.0
,2023-04-02,584000.0
,2023-04-03,586000.0
,2023-04-04,575000.0
,2023-04-05,588000.0
,2023-04-06,580000.0
,2023-04-07,580000.0
,2023-04-08,580000.0
,2023-04-09,580000.0
,2023-04-10,596000.0
,2023-04-11,610000.0
,2023-04-12,590000.0
,2023-04-13,599000.0
,2023-04-14,594000.0
,2023-04-15,594000.0
,2023-04-16,594000.0
,2023-04-17,591000.0
,2023-04-18,592000.0
,2023-04-19,582000.0
,2023-04-20,580000.0
,2023-04-21,572000.0
,2023-04-22,572000.0
,2023-04-23,572000.0
,2023-04-24,566000.0
,2023-04-25,551000.0
,2023-04-26,567000.0
,2023-04-27,587000.0
,2023-04-28,581000.0
,2023-04-29,581000.0
,2023-04-30,581000.0
,2023-05-01,581000.0
,2023-05-02,591000.0
,2023-05-03,567000.0
,2023-05-04,564000.0
,2023-05-05,564000.0
,2023-05-06,564000.0
,2023-05-07,564000.0
,2023-05-08,558000.0
,2023-05-09,563000.0
,2023-05-10,566000.0
,2023-05-11,553000.0
,2023-05-12,547000.0
,2023-05-13,547000.0
,2023-05-14,547000.0
,2023-05-15,545000.0
,2023-05-16,540000.0
,2023-05-17,560000.0
,2023-05-18,562000.0
,2023-05-19,552000.0
,2023-05-20,552000.0
,2023-05-21,552000.0
,2023-05-22,560000.0
,2023-05-23,574000.0
,2023-05-24,585000.0
,2023-05-25,583000.0
,2023-05-26,578000.0
,2023-05-27,578000.0
,2023-05-28,578000.0
,2023-05-29,578000.0
,2023-05-30,580000.0
,2023-05-31,599000.0
,2023-06-01,584000.0
,2023-06-02,588000.0
,2023-06-03,588000.0
,2023-06-04,588000.0
,2023-06-05,594000.0
,2023-06-06,594000.0
,2023-06-07,604000.0
,1,505077.5
,2,504890.125
,3,504852.09375
,4,505277.90625
,5,504965.9375
