,Date,Close
,2013-01-02,501.609985
,2013-01-03,499.070007
,2013-01-04,504.839996
,2013-01-07,508.720001
,2013-01-08,509.01001
,2013-01-09,511.940002
,2013-01-10,514.47998
,2013-01-11,515.419983
,2013-01-14,513.440002
,2013-01-15,508.019989
,2013-01-16,507.679993
,2013-01-17,506.350006
,2013-01-18,512.23999
,2013-01-21,514.659973
,2013-01-22,516.590027
,2013-01-23,513.26001
,2013-01-24,508.630005
,2013-01-25,506.829987
,2013-01-28,504.200012
,2013-01-29,505.350006
,2013-01-30,502.799988
,2013-01-31,503.670013
,2013-02-01,503.309998
,2013-02-04,501.320007
,2013-02-05,498.160004
,2013-02-06,502.559998
,2013-02-07,501.779999
,2013-02-08,504.940002
,2013-02-12,503.720001
,2013-02-13,507.98999
,2013-02-14,512.530029
,2013-02-15,514.580017
,2013-02-18,518.52002
,2013-02-19,522.48999
,2013-02-20,525.690002
,2013-02-21,524.440002
,2013-02-22,528.359985
,2013-02-25,527.27002
,2013-02-26,528.559998
,2013-02-27,533.359985
,2013-02-28,535.869995
,2013-03-04,537.380005
,2013-03-05,543.960022
,2013-03-06,544.359985
,2013-03-07,541.299988
,2013-03-08,543.099976
,2013-03-11,540.440002
,2013-03-12,543.880005
,2013-03-13,549.72998
,2013-03-14,553.580017
,2013-03-15,554.809998
,2013-03-18,541.090027
,2013-03-19,550.01001
,2013-03-20,546.26001
,2013-03-21,544.559998
,2013-03-22,551.25
,2013-03-25,549.559998
,2013-03-26,549.900024
,2013-03-27,548.719971
,2013-03-28,552.640015
,2013-03-29,555.02002
,2013-04-01,553.969971
,2013-04-02,552.830017
,2013-04-03,557.960022
,2013-04-04,555.22998
,2013-04-05,547.51001
,2013-04-08,528.780029
,2013-04-09,528.150024
,2013-04-10,534.840027
,2013-04-11,544.299988
,2013-04-12,547.190002
,2013-04-15,553.98999
,2013-04-16,558.950012
,2013-04-17,558.539978
,2013-04-18,551.099976
,2013-04-19,541.460022
,2013-04-22,547.099976
,2013-04-23,554.369995
,2013-04-24,563.809998
,2013-04-25,559.400024
,2013-04-26,565.349976
,2013-04-29,568.359985
,2013-04-30,563.869995
,2013-05-02,560.47998
,2013-05-03,565.330017
,2013-05-06,567.130005
,2013-05-07,573.679993
,2013-05-08,576.700012
,2013-05-09,573.349976
,2013-05-10,569.700012
,2013-05-13,565.719971
,2013-05-14,560.469971
,2013-05-15,565.650024
,2013-05-16,566.059998
,2013-05-20,567.320007
,2013-05-21,572.690002
,2013-05-22,574.25
,2013-05-23,569.340027
,2013-05-24,574.059998
,2013-05-27,577.559998
,2013-05-28,585.76001
,2013-05-29,585.690002
,2013-05-30,581.130005
,2013-05-31,577.869995
,2013-06-03,569.409973
,2013-06-04,561.549988
,2013-06-05,549.090027
,2013-06-07,535.75
,2013-06-10,547.0
,2013-06-11,547.869995
,2013-06-12,546.200012
,2013-06-13,540.820007
,2013-06-14,536.039978
,2013-06-17,524.5
,2013-06-18,534.26001
,2013-06-19,531.409973
,2013-06-20,525.590027
,2013-06-21,520.890015
,2013-06-24,508.649994
,2013-06-25,480.959991
,2013-06-26,493.070007
,2013-06-27,512.25
,2013-06-28,519.059998
,2013-07-01,527.809998
,2013-07-02,526.919983
,2013-07-03,521.309998
,2013-07-04,525.219971
,2013-07-05,525.400024
,2013-07-08,515.849976
,2013-07-09,519.340027
,2013-07-10,515.640015
,2013-07-11,527.25
,2013-07-12,532.469971
,2013-07-15,531.669983
,2013-07-16,537.719971
,2013-07-17,541.820007
,2013-07-18,541.559998
,2013-07-19,541.869995
,2013-07-22,541.140015
,2013-07-23,541.640015
,2013-07-24,543.599976
,2013-07-25,541.940002
,2013-07-26,545.309998
,2013-07-29,540.97998
,2013-07-30,546.429993
,2013-07-31,554.309998
,2013-08-01,549.52002
,2013-08-02,551.76001
,2013-08-05,556.599976
,2013-08-06,557.359985
,2013-08-07,554.72998
,2013-08-08,555.299988
,2013-08-09,554.929993
,2013-08-12,550.25
,2013-08-13,550.849976
,2013-08-14,550.869995
,2013-08-16,548.789978
,2013-08-19,550.48999
,2013-08-20,537.570007
,2013-08-21,530.539978
,2013-08-22,517.640015
,2013-08-23,529.190002
,2013-08-26,533.72998
,2013-08-27,524.390015
,2013-08-28,517.440002
,2013-08-29,520.369995
,2013-08-30,516.73999
,2013-09-02,525.179993
,2013-09-03,525.890015
,2013-09-04,526.159973
,2013-09-05,528.059998
,2013-09-06,523.77002
,2013-09-09,521.109985
,2013-09-10,523.150024
,2013-09-11,529.340027
,2013-09-12,529.580017
,2013-09-13,530.890015
,2013-09-16,526.200012
,2013-09-17,527.109985
,2013-09-23,527.070007
,2013-09-24,527.289978
,2013-09-25,527.27002
,2013-09-26,532.830017
,2013-09-27,537.5
,2013-09-30,534.890015
,2013-10-01,530.349976
,2013-10-02,532.02002
,2013-10-04,532.01001
,2013-10-07,528.440002
,2013-10-08,528.830017
,2013-10-10,529.039978
,2013-10-11,532.599976
,2013-10-14,531.659973
,2013-10-15,533.119995
,2013-10-16,525.679993
,2013-10-17,521.52002
,2013-10-18,525.690002
,2013-10-21,529.340027
,2013-10-22,531.890015
,2013-10-23,525.380005
,2013-10-24,531.030029
,2013-10-25,534.02002
,2013-10-28,534.97998
,2013-10-29,533.909973
,2013-10-30,537.679993
,2013-10-31,532.440002
,2013-11-01,534.73999
,2013-11-04,533.640015
,2013-11-05,528.72998
,2013-11-06,525.98999
,2013-11-07,520.650024
,2013-11-08,515.73999
,2013-11-11,502.940002
,2013-11-12,510.730011
,2013-11-13,505.600006
,2013-11-14,511.75
,2013-11-15,512.73999
,2013-11-18,509.540009
,2013-11-19,505.5
,2013-11-20,504.160004
,2013-11-21,501.049988
,2013-11-22,504.059998
,2013-11-25,507.76001
,2013-11-26,510.540009
,2013-11-27,511.649994
,2013-11-28,515.52002
,2013-11-29,517.059998
,2013-12-02,512.690002
,2013-12-03,508.160004
,2013-12-04,506.279999
,2013-12-05,506.320007
,2013-12-06,506.320007
,2013-12-09,502.230011
,2013-12-10,497.720001
,2013-12-11,494.779999
,2013-12-12,495.640015
,2013-12-13,494.359985
,2013-12-16,488.190002
,2013-12-17,486.149994
,2013-12-18,485.649994
,2013-12-19,484.170013
,2013-12-20,488.410004
,2013-12-23,489.630005
,2013-12-24,491.079987
,2013-12-26,488.869995
,2013-12-27,496.769989
,2013-12-30,499.98999
,2014-01-02,496.279999
,2014-01-03,499.329987
,2014-01-06,500.619995
,2014-01-07,504.859985
,2014-01-08,509.779999
,2014-01-09,511.600006
,2014-01-10,510.190002
,2014-01-13,512.919983
,2014-01-14,512.27002
,2014-01-15,515.969971
,2014-01-16,517.830017
,2014-01-17,518.099976
,2014-01-20,519.98999
,2014-01-21,520.98999
,2014-01-22,523.070007
,2014-01-23,522.719971
,2014-01-24,520.309998
,2014-01-27,507.51001
,2014-01-28,509.290009
,2014-01-29,515.200012
,2014-02-03,513.619995
,2014-02-04,507.559998
,2014-02-05,505.619995
,2014-02-06,509.869995
,2014-02-07,514.450012
,2014-02-10,518.469971
,2014-02-11,518.900024
,2014-02-12,520.640015
,2014-02-13,521.820007
,2014-02-14,522.580017
,2014-02-17,522.0
,2014-02-18,525.419983
,2014-02-19,529.869995
,2014-02-20,525.690002
,2014-02-21,528.51001
,2014-02-24,526.340027
,2014-02-25,528.609985
,2014-02-26,529.22998
,2014-02-27,528.369995
,2014-02-28,528.960022
,2014-03-03,529.859985
,2014-03-04,531.539978
,2014-03-05,536.77002
,2014-03-06,540.330017
,2014-03-07,543.76001
,2014-03-10,542.190002
,2014-03-11,547.679993
,2014-03-12,539.299988
,2014-03-13,547.51001
,2014-03-14,544.27002
,2014-03-17,535.820007
,2014-03-18,541.150024
,2014-03-19,542.25
,2014-03-20,541.789978
